indicator_code,current_name,name_as_in_source,definitive_name,frequency,unit_as_in_source,indicator_source_name,region_name,indicator_type,functionality,,
,Coking Coal Oct 21,,Coking Coal Oct 21,daily,USD/T,Exchange,China,Coal;Coking Coal,Derivatives,,
,Coking Coal Oct 22,,Coking Coal Oct 22,daily,USD/T,Exchange,China,Coal;Coking Coal,Derivatives,,
,Coking Coal Oct 23,,Coking Coal Oct 23,daily,USD/T,Exchange,China,Coal;Coking Coal,Derivatives,,
,Coking Coal Sep 21,,Coking Coal Sep 21,daily,USD/T,Exchange,China,Coal;Coking Coal,Derivatives,,
,Coking Coal Sep 22,,Coking Coal Sep 22,daily,USD/T,Exchange,China,Coal;Coking Coal,Derivatives,,
,Coking Coal Sep 23,,Coking Coal Sep 23,daily,USD/T,Exchange,China,Coal;Coking Coal,Derivatives,,
,Coking coke,,Coking coke,daily,,Vale,China,Coke,Margins;Costs,,
ID01109834,Concrete: Capacity Utilization: China (Week),Concrete: Capacity Utilization: China (Week),Concrete: Capacity Utilization: China,weekly,%,Mysteel,China,Macroeconomic,Industrial,,
BZFGCCSA Index,Consumer Confidence SA,Brazil FGV Consumer Confidence Index SA,Brazil FGV Consumer Confidence Index SA,monthly,,Bloomberg,South America,Macroeconomic,Financial,,
,Domestic conc. Prices - IOCJ,,Price spread domestic concentrate 66% Fe: Hanxing - 65% Fe Brazilian Qingdao,daily,RMB/T,Mysteel,China,Iron Ore;Concentrates;Sinter Fines,Spreads,,
,Domestic DRI - Egypt Imported Billet,,Price spread Domestic DRI - Egypt Imported Billet,daily,USD/T,Platts,MENA,Steel;Metallics;Billet;DRI,Spreads,,
,Domestic DRI - UAE Imported Billet,,Price spread Domestic DRI - UAE Imported Billet,daily,USD/T,Platts,MENA,Steel;Metallics;Billet;DRI,Spreads,,
,DRI Cost,,DRI Cost in MENA,daily,USD/T,MultiSource,MENA,Metallics;DRI,Costs,,
,EAF Raw Material's cost,,EAF Raw Material's cost (Scrap consumption cost): China,daily,RMB/T,Mysteel,China,Steel;EAF,Costs;Consumption,,
DWOPEGYP Index,Egypt crude oil production,DOE Egypt Crude Oil Production Data,DOE Egypt Crude Oil Production Data,monthly,,Bloomberg,MENA,Macroeconomic,Industrial,,
RRC EG1 Index,Egypt oil rig count,Baker Hughes Egypt Oil Rotary Rig Count,Baker Hughes Egypt Oil Rotary Rig Count,monthly,,Bloomberg,MENA,Macroeconomic,Industrial,,
EUBPEA Index,EU Building permits (monthly),EU Residential Permits Excluding Residences for Communities Eurozone SWDA,EU Residential Permits Excluding Residences for Communities Eurozone SWDA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
MBCHEU Index,"EU Buses Vehicle sales (registrations, NSA, units)",European Union New Medium & Heavy Buses & Coaches,European Union New Medium & Heavy Buses & Coaches,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
WCAREU25 Index,"EU Car registrations (total, including passenger cars and commercial vehicles)",Europe EU27 New Passenger Car Registrations,Europe EU27 New Passenger Car Registrations,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
EUPR27 Index,EU Construction Output total (Index SWDA),Eurostat Construction Production EU27 SA,Eurostat Construction Production EU27 SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
EMEM27 Index,EU employment (thousands) SWDA,Eurostat Employment European Union,Eurostat Employment European Union,quarterly,,Bloomberg,Europe,Macroeconomic,Financial,,
EUESEU27 Index,EU European Commission Economic Sentiment Indicator EU 27,European Commission Economic Sentiment Indicator EU 27,European Commission Economic Sentiment Indicator EU 27,monthly,,Bloomberg,Europe,Macroeconomic,Financial,,
EUGNEU27 Index,EU Eurostat GDP (SWDA),European Union Gross Domestic Product Chained 2010 Prices,European Union Gross Domestic Product Chained 2010 Prices,quarterly,EUR,Bloomberg,Europe,Macroeconomic,Financial,,
N11KEUSC Index,EU Eurostat GDP construction (SWDA),European Union GFCF Construction Chained 2010 Prices SWDA,European Union GFCF Construction Chained 2010 Prices SWDA,quarterly,EUR,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
EUEX27I Index,EU Eurostat GDP Exports (SWDA),European Union Exports of Goods and Services Chained 2010 Prices,European Union Exports of Goods and Services Chained 2010 Prices,quarterly,EUR,Bloomberg,Europe,Macroeconomic,Financial,,
EUIM27I Index,EU Eurostat GDP Imports (SWDA),European Union Imports of Goods and Services Chained 2010 Prices,European Union Imports of Goods and Services Chained 2010 Prices,quarterly,EUR,Bloomberg,Europe,Macroeconomic,Financial,,
IVBEEUS Index,EU Eurostat GDP Industry (ex construction) (SWDA),European Union GVA Industry Excl Construction Chained 2010 Prices,European Union GVA Industry Excl Construction Chained 2010 Prices,quarterly,EUR,Bloomberg,Europe,Macroeconomic,Financial,,
N11MEUSC Index,EU Eurostat GDP Machinery & Equipment (SWDA),European Union GFCF Machinery & Equip & Weapons Syst Chained 2010 Prices SWDA,European Union GFCF Machinery & Equip & Weapons Syst Chained 2010 Prices SWDA,quarterly,EUR,Bloomberg,Europe,Macroeconomic,Financial,,
IVGIEUS Index,EU Eurostat GDP Retail (SWDA),European Union GVA Trade Transport Accommod & Food Svcs Chained 2010 Prices,European Union GVA Trade Transport Accommod & Food Svcs Chained 2010 Prices,quarterly,EUR,Bloomberg,Europe,Macroeconomic,Financial,,
CPALEU Index,EU Eurostat Harmonized CPI (NSA),Eurostat European Union HICP All Items NSA,Eurostat European Union HICP All Items NSA,monthly,,Bloomberg,Europe,Macroeconomic,Financial,,
ECCPEUY Index,"EU Eurostat Harmonized CPI (NSA, YoY)",Eurostat European Union HICP All Items YoY NSA,Eurostat European Union HICP All Items YoY NSA,monthly,%,Bloomberg,Europe,Macroeconomic,Financial,,
EUIQ27 Index,EU Eurostat Industrial Production EU Industry Ex Construction SA (EU27),Eurostat Industrial Production EU Industry Ex Construction SA,Eurostat Industrial Production EU Industry Ex Construction SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
HCVHEUI Index,"EU HCV Vehicle sales (registrations, NSA, units)",New Heavy Commercial Vehicles EU,New Heavy Commercial Vehicles EU,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
,EU HRC - China HRC,,Price spread EU HRC - China HRC,daily,USD/T,MultiSource,Global,Steel;HRC,Spreads,,
,EU HRC - Rebar,,Price spread EU HRC - EU Rebar,daily,USD/T,MultiSource,Global,Steel;Rebar;HRC,Spreads,,
,EU HRC Domestic - Imports,,Price spread EU HRC Domestic - EU HRC Imports,daily,USD/T,MultiSource,Europe,Steel;HRC,Spreads,,
EUCOEU27 Index,EU Indice European Construction Confidence Indicator EU 27,European Construction Confidence Indicator EU 27,European Construction Confidence Indicator EU 27,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
EUICEU27 Index,EU Industrial Confidence Manufacturing Index (EU commission),European Commission Manufacturing Confidence EU 27 Industrial Confidence,European Commission Manufacturing Confidence EU 27 Industrial Confidence,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
EUIQC27 Index,EU Industrial production capital goods (Index SWDA),Eurostat Industrial Production EU Capital Goods SA,Eurostat Industrial Production EU Capital Goods SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
E50CGEU Index,EU Industrial production Consumer Goods (Index SWDA),EU Ind Prod Consumer Goods EU SWDA,EU Ind Prod Consumer Goods EU SWDA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
EUIQE27 Index,EU Industrial production Energy (Index SWDA),Eurostat Industrial Production EU Energy SA,Eurostat Industrial Production EU Energy SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
EUITEMUM Index,EU Industrial production index (monthly),Eurostat Industrial Production Eurozone Industry Ex Construction MoM SA,Eurostat Industrial Production Eurozone Industry Ex Construction MoM SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
EUITMEU Index,EU Industrial production Manufacturing (Index SWDA),Euro Industrial Production Manufacturing SA,Euro Industrial Production Manufacturing SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
LCVHEUI Index,"EU LCV Vehicle sales (registrations, NSA, units)",European Union New Light Commercial Vehicles,European Union New Light Commercial Vehicles,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
MPMIEZMA Index,EU manufacturing PMI,Eurozone Manufacturing PMI SA,Eurozone Manufacturing PMI SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
,EU Rawmaterial - HRC,,Price spread EU HRC - (IO + Coal consumption cost),daily,USD/T,MultiSource,Europe,Steel;HRC; Iron ore;Coal;Coking Coal,Spreads;Costs;Consumption,,
EURTEU27 Index,EU Retail Confidence Index (%Balance/diffusion index,European Commission Retail Trade Confidence Indicator EU 27,European Commission Retail Trade Confidence Indicator EU 27,monthly,,Bloomberg,Europe,Macroeconomic,Financial,,
EUSCEU27 Index,EU Service Confidence Index (%Balance/diffusion index),EU Commission Services Confidence Indicator EU 27,EU Commission Services Confidence Indicator EU 27,monthly,,Bloomberg,Europe,Macroeconomic,Financial,,
UMLV27 Index,EU Unemployment (thousands),Eurostat Unemployment Level European Union SA,Eurostat Unemployment Level European Union SA,monthly,,Bloomberg,Europe,Macroeconomic,Financial,,
,Ferroalloys,,Ferroalloys,daily,,Vale,China,Steel,Margins;Costs,,
,Fine grade,,Fine grade,daily,,Vale,China,Iron Ore; Sinter Fines,Margins;Costs,,
,FMG Blend discounts,,FMG Blend discounts,monthly,USD,Vale,Australia,Iron Ore; Sinter Fines,Margins;Costs,,
,FMG Kings discounts,,FMG Kings discounts,monthly,USD,Vale,Australia,Iron Ore; Sinter Fines,Margins;Costs,,
,FMG SSF discounts,,FMG SSF discounts,monthly,USD,Vale,Australia,Iron Ore; Sinter Fines,Margins;Costs,,
AED BGN Index,Forex AED/USD,USDAED Spot Exchange Rate - Price of 1 USD in AED,Exchange Rate - Price of 1 USD in AED,daily,AED,Bloomberg,MENA,Macroeconomic,Financial;Currency,,
ARSCHF Curncy,Forex ARS/CHF,ARSCHF Spot Exchange Rate - Price of 1 ARS in CHF,Exchange Rate - Price of 1 ARS in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
AUDCHF Curncy,Forex AUD/CHF,AUDCHF Spot Exchange Rate - Price of 1 AUD in CHF,Exchange Rate - Price of 1 AUD in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
AUDEUR Curncy,Forex AUD/EUR,AUDEUR Spot Exchange Rate - Price of 1 AUD in EUR,Exchange Rate - Price of 1 AUD in EUR,daily,EUR,Bloomberg,Global,Macroeconomic,Financial;Currency,,
BGNCHF Curncy,Forex BGN/CHF,BGNCHF Spot Exchange Rate - Price of 1 BGN in CHF,Exchange Rate - Price of 1 BGN in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
BHDCHF BGNL Curncy,Forex BHD/CHF BGNL,BHDCHF Spot Exchange Rate - Price of 1 BHD in CHF,Exchange Rate - Price of 1 BHD in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
BRLCHF Curncy,Forex BRL/CHF,BRLCHF Spot Exchange Rate - Price of 1 BRL in CHF,Exchange Rate - Price of 1 BRL in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
BRLEUR Curncy,Forex BRL/EUR,BRLEUR Spot Exchange Rate - Price of 1 BRL in EUR,Exchange Rate - Price of 1 BRL in EUR,daily,EUR,Bloomberg,Global,Macroeconomic,Financial;Currency,,
BRL BGN Index,Forex BRL/USD,USDBRL Spot Exchange Rate - Price of 1 USD in BRL,Exchange Rate - Price of 1 USD in BRL,daily,BRL,Bloomberg,South America,Macroeconomic,Financial;Currency,,
CADCHF Curncy,Forex CAD/CHF,CADCHF Spot Exchange Rate - Price of 1 CAD in CHF,Exchange Rate - Price of 1 CAD in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
CADEUR Curncy,Forex CAD/EUR,CADEUR Spot Exchange Rate - Price of 1 CAD in EUR,Exchange Rate - Price of 1 CAD in EUR,daily,EUR,Bloomberg,Global,Macroeconomic,Financial;Currency,,
CHFEUR Curncy,Forex CHF/EUR,CHFEUR Spot Exchange Rate - Price of 1 CHF in EUR,Exchange Rate - Price of 1 CHF in EUR,daily,EUR,Bloomberg,Global,Macroeconomic,Financial;Currency,,
CLPCHF Curncy,Forex CLP/CHF,CLPCHF Spot Exchange Rate - Price of 100 CLP in CHF,Exchange Rate - Price of 100 CLP in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
CNYCHF Curncy,Forex CNY/CHF,CNYCHF Spot Exchange Rate - Price of 1 CNY in CHF,Exchange Rate - Price of 1 CNY in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
CNYEUR Curncy,Forex CNY/EUR,CNYEUR Spot Exchange Rate - Price of 1 CNY in EUR,Exchange Rate - Price of 1 CNY in EUR,daily,EUR,Bloomberg,Global,Macroeconomic,Financial;Currency,,
CZKCHF Curncy,Forex CZK/CHF,CZKCHF Spot Exchange Rate - Price of 100 CZK in CHF,Exchange Rate - Price of 100 CZK in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
DKKCHF Curncy,Forex DKK/CHF,DKKCHF Spot Exchange Rate - Price of 100 DKK in CHF,Exchange Rate - Price of 100 DKK in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
DKKEUR Curncy,Forex DKK/EUR,DKKEUR Spot Exchange Rate - Price of 1 DKK in EUR,Exchange Rate - Price of 1 DKK in EUR,daily,EUR,Bloomberg,Global,Macroeconomic,Financial;Currency,,
EGPCHF Curncy,Forex EGP/CHF,EGPCHF Spot Exchange Rate - Price of 1 EGP in CHF,Exchange Rate - Price of 1 EGP in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
EGP BGN Index,Forex EGP/USD,USDEGP Spot Exchange Rate - Price of 1 USD in EGP,Exchange Rate - Price of 1 USD in EGP,daily,EGP,Bloomberg,MENA,Macroeconomic,Financial;Currency,,
EURCHF Curncy,Forex EUR/CHF,EURCHF Spot Exchange Rate - Price of 1 EUR in CHF,Exchange Rate - Price of 1 EUR in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
EUR BGN Index,Forex EUR/USD,EURUSD Spot Exchange Rate - Price of 1 EUR in USD,Exchange Rate - Price of 1 EUR in USD,daily,USD,Bloomberg,Global,Macroeconomic,Financial;Currency,,
GBPCHF Curncy,Forex GBP/CHF,GBPCHF Spot Exchange Rate - Price of 1 GBP in CHF,Exchange Rate - Price of 1 GBP in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
GBPEUR Curncy,Forex GBP/EUR,GBPEUR Spot Exchange Rate - Price of 1 GBP in EUR,Exchange Rate - Price of 1 GBP in EUR,daily,EUR,Bloomberg,Global,Macroeconomic,Financial;Currency,,
GBPUSD Curncy,Forex GBP/USD,GBPUSD Spot Exchange Rate - Price of 1 GBP in USD,Exchange Rate - Price of 1 GBP in USD,daily,USD,Bloomberg,Global,Macroeconomic,Financial;Currency,,
HKDCHF Curncy,Forex HKD/CHF,HKDCHF Spot Exchange Rate - Price of 100 HKD in CHF,Exchange Rate - Price of 100 HKD in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
HKDEUR Curncy,Forex HKD/EUR,HKDEUR Spot Exchange Rate - Price of 1 HKD in EUR,Exchange Rate - Price of 1 HKD in EUR,daily,EUR,Bloomberg,Global,Macroeconomic,Financial;Currency,,
HRKCHF Curncy,Forex HRK/CHF,HRKCHF Spot Exchange Rate - Price of 1 HRK in CHF,Exchange Rate - Price of 1 HRK in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
HUFCHF Curncy,Forex HUF/CHF,HUFCHF Spot Exchange Rate - Price of 100 HUF in CHF,Exchange Rate - Price of 100 HUF in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
IDRCHF Curncy,Forex IDR/CHF,"IDRCHF Spot Exchange Rate - Price of 10,000 IDR in CHF","Exchange Rate - Price of 10,000 IDR in CHF",daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
INRCHF Curncy,Forex INR/CHF,INRCHF Spot Exchange Rate - Price of 1 INR in CHF,Exchange Rate - Price of 1 INR in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
INRUSD Curncy,Forex INR/USD,INRUSD Spot Exchange Rate - Price of 1 INR in USD,Exchange Rate - Price of 1 INR in USD,daily,USD,Bloomberg,Global,Macroeconomic,Financial;Currency,,
JPYCHF Curncy,Forex JPY/CHF,JPYCHF Spot Exchange Rate - Price of 100 JPY in CHF,Exchange Rate - Price of 100 JPY in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
JPY BGN Index,Forex JPY/USD,USDJPY Spot Exchange Rate - Price of 1 USD in JPY,Exchange Rate - Price of 1 USD in JPY,daily,JPY,Bloomberg,Global,Macroeconomic,Financial;Currency,,
KRWCHF Curncy,Forex KRW/CHF,KRWCHF Spot Exchange Rate - Price of 100 KRW in CHF,Exchange Rate - Price of 100 KRW in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
KZTCHF Curncy,Forex KZT/CHF,KZTCHF Spot Exchange Rate - Price of 1 KZT in CHF,Exchange Rate - Price of 1 KZT in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
MYRCHF Curncy,Forex MYR/CHF,MYRCHF Spot Exchange Rate - Price of 1 MYR in CHF,Exchange Rate - Price of 1 MYR in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
MZNCHF Curncy,Forex MZN/CHF,,Exchange Rate - Price of 1 MZN in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
MZN Curncy,Forex MZN/USD,USDMZN Spot Exchange Rate - Price of 1 USD in MZN,Exchange Rate - Price of 1 USD in MZN,daily,MZN,Bloomberg,Global,Macroeconomic,Financial;Currency,,
NOKCHF Curncy,Forex NOK/CHF,NOKCHF Spot Exchange Rate - Price of 100 NOK in CHF,Exchange Rate - Price of 100 NOK in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
OMRCHF BGNL Curncy,Forex OMR/CHF BGNL,OMRCHF Spot Exchange Rate - Price of 1 OMR in CHF,Exchange Rate - Price of 1 OMR in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
PENCHF Curncy,Forex PEN/CHF,PENCHF Spot Exchange Rate - Price of 1 PEN in CHF,Exchange Rate - Price of 1 PEN in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
PENEUR Curncy,Forex PEN/EUR,PENEUR Spot Exchange Rate - Price of 1 PEN in EUR,Exchange Rate - Price of 1 PEN in EUR,daily,EUR,Bloomberg,Global,Macroeconomic,Financial;Currency,,
PLNCHF Curncy,Forex PLN/CHF,PLNCHF Spot Exchange Rate - Price of 1 PLN in CHF,Exchange Rate - Price of 1 PLN in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
CM0000662680,Forex RMB/USD,Forex RMB/USD,Exchange Rate - RMB/USD,daily,RMB,Mysteel,China,Macroeconomic,Financial;Currency,,
RONCHF Curncy,Forex RON/CHF,RONCHF Spot Exchange Rate - Price of 1 RON in CHF,Exchange Rate - Price of 1 RON in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
RSDCHF Curncy,Forex RSD/CHF,RSDCHF Spot Exchange Rate - Price of 1 RSD in CHF,Exchange Rate - Price of 1 RSD in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
RUBCHF Curncy,Forex RUB/CHF,RUBCHF Spot Exchange Rate - Price of 1 RUB in CHF,Exchange Rate - Price of 1 RUB in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
SARCHF Curncy,Forex SAR/CHF,SARCHF Spot Exchange Rate - Price of 1 SAR in CHF,Exchange Rate - Price of 1 SAR in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
SEKCHF Curncy,Forex SEK/CHF,SEKCHF Spot Exchange Rate - Price of 100 SEK in CHF,Exchange Rate - Price of 100 SEK in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
SEKEUR Curncy,Forex SEK/EUR,SEKEUR Spot Exchange Rate - Price of 1 SEK in EUR,Exchange Rate - Price of 1 SEK in EUR,daily,EUR,Bloomberg,Global,Macroeconomic,Financial;Currency,,
SGDCHF Curncy,Forex SGD/CHF,SGDCHF Spot Exchange Rate - Price of 1 SGD in CHF,Exchange Rate - Price of 1 SGD in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
SGDEUR Curncy,Forex SGD/EUR,SGDEUR Spot Exchange Rate - Price of 1 SGD in EUR,Exchange Rate - Price of 1 SGD in EUR,daily,EUR,Bloomberg,Global,Macroeconomic,Financial;Currency,,
TRYCHF Curncy,Forex TRY/CHF,TRYCHF Spot Exchange Rate - Price of 1 TRY in CHF,Exchange Rate - Price of 1 TRY in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
TRY BGN Index,Forex TRY/USD,USDTRY Spot Exchange Rate - Price of 1 USD in TRY,Exchange Rate - Price of 1 USD in TRY,daily,TRY,Bloomberg,Global,Macroeconomic,Financial;Currency,,
TWDCHF Curncy,Forex TWD/CHF,TWDCHF Spot Exchange Rate - Price of 100 TWD in CHF,Exchange Rate - Price of 100 TWD in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
UAHCHF Curncy,Forex UAH/CHF,UAHCHF Spot Exchange Rate - Price of 1 UAH in CHF,Exchange Rate - Price of 1 UAH in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
USDCHF Curncy,Forex USD/CHF,USDCHF Spot Exchange Rate - Price of 1 USD in CHF,Exchange Rate - Price of 1 USD in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
USDEUR Curncy,Forex USD/EUR,USDEUR Spot Exchange Rate - Price of 1 USD in EUR,Exchange Rate - Price of 1 USD in EUR,daily,EUR,Bloomberg,Global,Macroeconomic,Financial;Currency,,
VND BGN Index,Forex VND/USD,USDVND Spot Exchange Rate - Price of 1 USD in VND,Exchange Rate - Price of 1 USD in VND,daily,VND,Bloomberg,Southeast Asia,Macroeconomic,Financial;Currency,,
ZARCHF Curncy,Forex ZAR/CHF,ZARCHF Spot Exchange Rate - Price of 1 ZAR in CHF,Exchange Rate - Price of 1 ZAR in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
ZMWCHF BLC Curncy,Forex ZMW/CHF BLC,ZMWCHF Spot Exchange Rate - Price of 1 ZMW in CHF,Exchange Rate - Price of 1 ZMW in CHF,daily,CHF,Bloomberg,Global,Macroeconomic,Financial;Currency,,
MPMIFRCA Index,France Composite PMI (SA),France Composite PMI SA,France Composite PMI SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
EUPRFR Index,"France construction (SWDA %YoY, 2015=100",Eurostat Construction Production France SA,Eurostat Construction Production France SA,monthly,,Bloomberg,Europe,Macroeconomic,Financial,,
MPMIFRXA Index,France Construction PMI (SA),France Construction PMI SA,France Construction PMI SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
FRCCO Index,"France consumer confidence (SA, long-term-average=100)",France Consumer Confidence Overall Indicator SWDA,France Consumer Confidence Overall Indicator SWDA,monthly,,Bloomberg,Europe,Macroeconomic,Financial,,
FRTEEXP Index,France Exports (SWDA),France Trade Balance Exports in millions of euros,France Trade Balance Exports in millions of euros,monthly,EUR,Bloomberg,Europe,Macroeconomic,Financial,,
FRBDEURO Index,France Government Budget Balance (NSA),France Budget Balance Billions of Euros,France Budget Balance Billions of Euros,monthly,EUR,Bloomberg,Europe,Macroeconomic,Financial,,
FRCPEECM Index,France Harmonized CPI %MoM (NSA),France European Harmonised CPI MoM,France European Harmonised CPI MoM,monthly,%,Bloomberg,Europe,Macroeconomic,Financial,,
FRCPEECY Index,France Harmonized CPI %YoY,France European Harmonised CPI YoY,France European Harmonised CPI YoY,monthly,%,Bloomberg,Europe,Macroeconomic,Financial,,
FRTEIMP Index,France Imports (SWDA),France Trade Balance - Imports in millions of euros,France Trade Balance - Imports in millions of euros,monthly,EUR,Bloomberg,Europe,Macroeconomic,Financial,,
FPIPEQPT Index,France Industrial production Capital Goods (indx),France Industrial Production Capital Goods SA,France Industrial Production Capital Goods SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
FPIPFZ Index,France industrial production Construction (indx),France Industrial Production Construction Sub Item SA,France Industrial Production Construction Sub Item SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
FPIPCONS Index,France Industrial production durable goods (indx),France Industrial Production Durable Consumer Goods SA,France Industrial Production Durable Consumer Goods SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
FPIPENRG Index,France industrial production Energy (indx),France Industrial Production Energy SA,France Industrial Production Energy SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
FPIPI Index,France Industrial production index (2015=100),France Industrial Production SA,France Industrial Production SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
FRBSIC Index,"France Industry Sentiment Construction (SA, long-term-average=100)",France Business Sentiment in Construction,France Business Sentiment in Construction,monthly,,Bloomberg,Europe,Macroeconomic,Financial,,
INSESYNT Index,"France Industry Sentiment Index (SA, long-term-average=100)",France Business Confidence Manufacturing Industry Sentiment Index,France Business Confidence Manufacturing Industry Sentiment Index,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
FRRCOV Index,"France Industry Sentiment Retail (SA, long-term-average=100)",France Retailers Confidence Overall,France Retailers Confidence Overall,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
FRBSIS Index,"France Industry Sentiment Services (SA, long-term-average=100)",France Services Industry Sentiment Indicator,France Services Industry Sentiment Indicator,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
FRJSTSA Index,France Jobseekers Total SA,France Jobseekers Total SA,France Jobseekers Total SA,monthly,,Bloomberg,Europe,Macroeconomic,Financial,,
MPMIFRMA Index,France Manufacturing PMI (SA),France Manufacturing PMI SA,France Manufacturing PMI SA,monthly,,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
FRVHRR Index,"France New car Registrations (LV & LT) NSA, units/persons (thousands)",France New Car Registrations Car & Light Truck Registrations,France New Car Registrations Car & Light Truck Registrations,monthly,,Bloomberg,Europe,Macroeconomic,Industrial,,
FRVHRYOY Index,"France New car Registrations (LV & LT) NSA, YoY)",France New Car Registrations Car & Light Truck Registrations YoY,France New Car Registrations Car & Light Truck Registrations YoY,monthly,%,Bloomberg,Europe,Macroeconomic,Industrial,,
EUGVFRI Index,France Real GDP (SWDA),France Gross Value Added Chained 2010 Prices,France Gross Value Added Chained 2010 Prices,quarterly,EUR,Bloomberg,Europe,Macroeconomic,Financial,,
IV0AFRS Index,France Real GDP Agriculture (SWDA),France GVA Agriculture Foresty & Fishing Chained 2010 Prices,France GVA Agriculture Foresty & Fishing Chained 2010 Prices,quarterly,EUR,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
IV0FFRS Index,France Real GDP Construction (SWDA),France GVA Construction Chained 2010 Prices,France GVA Construction Chained 2010 Prices,quarterly,EUR,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
IV0CFRS Index,France Real GDP Manufacturing (SWDA),France GVA Manufacturing Chained 2010 Prices,France GVA Manufacturing Chained 2010 Prices,quarterly,EUR,Bloomberg,Europe,Macroeconomic,Industrial;Financial,,
