indicator_name,indicator_feature_combined
Stock of Others Concentrate at Nantong port,"Stock of Others Concentrate at Nantong port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Others Concentrate at Qingdao port,"Stock of Others Concentrate at Qingdao port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Others Concentrate at Rizhao port,"Stock of Others Concentrate at Rizhao port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Others Concentrate at Taicang port,"Stock of Others Concentrate at Taicang port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Others Concentrate at Tianjin port,"Stock of Others Concentrate at Tianjin port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Others Concentrate at Zhanjiang port,"Stock of Others Concentrate at Zhanjiang port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Others Concentrate at Zhoushan port,"Stock of Others Concentrate at Zhoushan port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Others Concentrate at ports,"Stock of Others Concentrate at ports_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Others Fines at Caofeidian port,"Stock of Others Fines at Caofeidian port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Others Fines at Fuzhou port,"Stock of Others Fines at Fuzhou port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Others Fines at Huanghua port,"Stock of Others Fines at Huanghua port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Others Fines at Jiangyin port,"Stock of Others Fines at Jiangyin port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Others Fines at Jingtang port,"Stock of Others Fines at Jingtang port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Others Fines at Lanqiao port,"Stock of Others Fines at Lanqiao port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Others Fines at Lanshan port,"Stock of Others Fines at Lanshan port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Others Fines at Lianyungang port,"Stock of Others Fines at Lianyungang port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Others Fines at Nantong port,"Stock of Others Fines at Nantong port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Others Fines at Qingdao port,"Stock of Others Fines at Qingdao port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Others Fines at Rizhao port,"Stock of Others Fines at Rizhao port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Others Fines at Taicang port,"Stock of Others Fines at Taicang port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Others Fines at Tianjin port,"Stock of Others Fines at Tianjin port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Others Fines at Zhanjiang port,"Stock of Others Fines at Zhanjiang port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Others Fines at Zhoushan port,"Stock of Others Fines at Zhoushan port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Others Fines at ports,"Stock of Others Fines at ports_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Others Lump at Caofeidian port,"Stock of Others Lump at Caofeidian port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Others Lump at Fuzhou port,"Stock of Others Lump at Fuzhou port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Others Lump at Huanghua port,"Stock of Others Lump at Huanghua port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Others Lump at Jiangyin port,"Stock of Others Lump at Jiangyin port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Others Lump at Jingtang port,"Stock of Others Lump at Jingtang port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Others Lump at Lanqiao port,"Stock of Others Lump at Lanqiao port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Others Lump at Lanshan port,"Stock of Others Lump at Lanshan port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Others Lump at Lianyungang port,"Stock of Others Lump at Lianyungang port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Others Lump at Nantong port,"Stock of Others Lump at Nantong port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Others Lump at Qingdao port,"Stock of Others Lump at Qingdao port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Others Lump at Rizhao port,"Stock of Others Lump at Rizhao port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Others Lump at Taicang port,"Stock of Others Lump at Taicang port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Others Lump at Tianjin port,"Stock of Others Lump at Tianjin port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Others Lump at Zhanjiang port,"Stock of Others Lump at Zhanjiang port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Others Lump at Zhoushan port,"Stock of Others Lump at Zhoushan port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Others Lump at ports,"Stock of Others Lump at ports_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Others Pellet at Caofeidian port,"Stock of Others Pellet at Caofeidian port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Others Pellet at Fuzhou port,"Stock of Others Pellet at Fuzhou port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Others Pellet at Huanghua port,"Stock of Others Pellet at Huanghua port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Others Pellet at Jiangyin port,"Stock of Others Pellet at Jiangyin port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Others Pellet at Jingtang port,"Stock of Others Pellet at Jingtang port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Others Pellet at Lanqiao port,"Stock of Others Pellet at Lanqiao port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Others Pellet at Lanshan port,"Stock of Others Pellet at Lanshan port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Others Pellet at Lianyungang port,"Stock of Others Pellet at Lianyungang port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Others Pellet at Nantong port,"Stock of Others Pellet at Nantong port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Others Pellet at Qingdao port,"Stock of Others Pellet at Qingdao port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Others Pellet at Rizhao port,"Stock of Others Pellet at Rizhao port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Others Pellet at Taicang port,"Stock of Others Pellet at Taicang port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Others Pellet at Tianjin port,"Stock of Others Pellet at Tianjin port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Others Pellet at Zhanjiang port,"Stock of Others Pellet at Zhanjiang port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Others Pellet at Zhoushan port,"Stock of Others Pellet at Zhoushan port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Others Pellet at ports,"Stock of Others Pellet at ports_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of PBF Fines at Caofeidian port,"Stock of PBF Fines at Caofeidian port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of PBF Fines at Fuzhou port,"Stock of PBF Fines at Fuzhou port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of PBF Fines at Huanghua port,"Stock of PBF Fines at Huanghua port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of PBF Fines at Jiangyin port,"Stock of PBF Fines at Jiangyin port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of PBF Fines at Jingtang port,"Stock of PBF Fines at Jingtang port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of PBF Fines at Lanqiao port,"Stock of PBF Fines at Lanqiao port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of PBF Fines at Lanshan port,"Stock of PBF Fines at Lanshan port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of PBF Fines at Lianyungang port,"Stock of PBF Fines at Lianyungang port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of PBF Fines at Nantong port,"Stock of PBF Fines at Nantong port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of PBF Fines at Qingdao port,"Stock of PBF Fines at Qingdao port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of PBF Fines at Rizhao port,"Stock of PBF Fines at Rizhao port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of PBF Fines at Taicang port,"Stock of PBF Fines at Taicang port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of PBF Fines at Tianjin port,"Stock of PBF Fines at Tianjin port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of PBF Fines at Zhanjiang port,"Stock of PBF Fines at Zhanjiang port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of PBF Fines at Zhoushan port,"Stock of PBF Fines at Zhoushan port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of PBF Fines at ports,"Stock of PBF Fines at ports_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of PBL Lump at Caofeidian port,"Stock of PBL Lump at Caofeidian port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PBL Lump at Fuzhou port,"Stock of PBL Lump at Fuzhou port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PBL Lump at Huanghua port,"Stock of PBL Lump at Huanghua port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of PBL Lump at Jiangyin port,"Stock of PBL Lump at Jiangyin port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PBL Lump at Jingtang port,"Stock of PBL Lump at Jingtang port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PBL Lump at Lanqiao port,"Stock of PBL Lump at Lanqiao port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of PBL Lump at Lanshan port,"Stock of PBL Lump at Lanshan port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of PBL Lump at Lianyungang port,"Stock of PBL Lump at Lianyungang port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PBL Lump at Nantong port,"Stock of PBL Lump at Nantong port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of PBL Lump at Qingdao port,"Stock of PBL Lump at Qingdao port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of PBL Lump at Rizhao port,"Stock of PBL Lump at Rizhao port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PBL Lump at Taicang port,"Stock of PBL Lump at Taicang port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PBL Lump at Tianjin port,"Stock of PBL Lump at Tianjin port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PBL Lump at Zhanjiang port,"Stock of PBL Lump at Zhanjiang port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of PBL Lump at Zhoushan port,"Stock of PBL Lump at Zhoushan port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of PBL Lump at ports,"Stock of PBL Lump at ports_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PMI Lump at Caofeidian port,"Stock of PMI Lump at Caofeidian port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PMI Lump at Fuzhou port,"Stock of PMI Lump at Fuzhou port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PMI Lump at Huanghua port,"Stock of PMI Lump at Huanghua port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of PMI Lump at Jiangyin port,"Stock of PMI Lump at Jiangyin port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PMI Lump at Jingtang port,"Stock of PMI Lump at Jingtang port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PMI Lump at Lanqiao port,"Stock of PMI Lump at Lanqiao port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of PMI Lump at Lanshan port,"Stock of PMI Lump at Lanshan port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PMI Lump at Lianyungang port,"Stock of PMI Lump at Lianyungang port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PMI Lump at Nantong port,"Stock of PMI Lump at Nantong port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of PMI Lump at Qingdao port,"Stock of PMI Lump at Qingdao port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PMI Lump at Rizhao port,"Stock of PMI Lump at Rizhao port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PMI Lump at Taicang port,"Stock of PMI Lump at Taicang port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of PMI Lump at Tianjin port,"Stock of PMI Lump at Tianjin port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PMI Lump at Zhanjiang port,"Stock of PMI Lump at Zhanjiang port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of PMI Lump at Zhoushan port,"Stock of PMI Lump at Zhoushan port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of PMI Lump at ports,"Stock of PMI Lump at ports_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Peruvian Concentrate at Caofeidian port,"Stock of Peruvian Concentrate at Caofeidian port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Peruvian Concentrate at Fuzhou port,"Stock of Peruvian Concentrate at Fuzhou port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Peruvian Concentrate at Huanghua port,"Stock of Peruvian Concentrate at Huanghua port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Peruvian Concentrate at Jiangyin port,"Stock of Peruvian Concentrate at Jiangyin port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Peruvian Concentrate at Jingtang port,"Stock of Peruvian Concentrate at Jingtang port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Peruvian Concentrate at Lanqiao port,"Stock of Peruvian Concentrate at Lanqiao port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Peruvian Concentrate at Lanshan port,"Stock of Peruvian Concentrate at Lanshan port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Peruvian Concentrate at Lianyungang port,"Stock of Peruvian Concentrate at Lianyungang port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Peruvian Concentrate at Nantong port,"Stock of Peruvian Concentrate at Nantong port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Peruvian Concentrate at Qingdao port,"Stock of Peruvian Concentrate at Qingdao port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Peruvian Concentrate at Rizhao port,"Stock of Peruvian Concentrate at Rizhao port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Peruvian Concentrate at Taicang port,"Stock of Peruvian Concentrate at Taicang port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Peruvian Concentrate at Tianjin port,"Stock of Peruvian Concentrate at Tianjin port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Peruvian Concentrate at Zhanjiang port,"Stock of Peruvian Concentrate at Zhanjiang port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Peruvian Concentrate at Zhoushan port,"Stock of Peruvian Concentrate at Zhoushan port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Peruvian Concentrate at ports,"Stock of Peruvian Concentrate at ports_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Peruvian Fines at Caofeidian port,"Stock of Peruvian Fines at Caofeidian port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Peruvian Fines at Fuzhou port,"Stock of Peruvian Fines at Fuzhou port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Peruvian Fines at Huanghua port,"Stock of Peruvian Fines at Huanghua port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Peruvian Fines at Jiangyin port,"Stock of Peruvian Fines at Jiangyin port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Peruvian Fines at Jingtang port,"Stock of Peruvian Fines at Jingtang port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Peruvian Fines at Lanqiao port,"Stock of Peruvian Fines at Lanqiao port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Peruvian Fines at Lanshan port,"Stock of Peruvian Fines at Lanshan port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Peruvian Fines at Lianyungang port,"Stock of Peruvian Fines at Lianyungang port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Peruvian Fines at Nantong port,"Stock of Peruvian Fines at Nantong port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Peruvian Fines at Qingdao port,"Stock of Peruvian Fines at Qingdao port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Peruvian Fines at Rizhao port,"Stock of Peruvian Fines at Rizhao port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Peruvian Fines at Taicang port,"Stock of Peruvian Fines at Taicang port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Peruvian Fines at Tianjin port,"Stock of Peruvian Fines at Tianjin port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Peruvian Fines at Zhanjiang port,"Stock of Peruvian Fines at Zhanjiang port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Peruvian Fines at Zhoushan port,"Stock of Peruvian Fines at Zhoushan port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Peruvian Fines at ports,"Stock of Peruvian Fines at ports_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Peruvian Lump at Caofeidian port,"Stock of Peruvian Lump at Caofeidian port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Peruvian Lump at Fuzhou port,"Stock of Peruvian Lump at Fuzhou port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Peruvian Lump at Huanghua port,"Stock of Peruvian Lump at Huanghua port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Peruvian Lump at Jiangyin port,"Stock of Peruvian Lump at Jiangyin port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Peruvian Lump at Jingtang port,"Stock of Peruvian Lump at Jingtang port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Peruvian Lump at Lanqiao port,"Stock of Peruvian Lump at Lanqiao port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Peruvian Lump at Lanshan port,"Stock of Peruvian Lump at Lanshan port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Peruvian Lump at Lianyungang port,"Stock of Peruvian Lump at Lianyungang port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
